txId,class
163707933,unknown
164118555,2
163705671,unknown
168165737,unknown
164903664,unknown
163819491,unknown
165837296,unknown
165853601,unknown
166075224,unknown
166509615,unknown
163737476,unknown
163808132,unknown
163809512,unknown
166081947,unknown
166072790,1
56397284,1
163654675,unknown
163631039,unknown
163631048,unknown
166519455,unknown
166519459,unknown
166507034,1
166503565,1
163680641,unknown
168146459,unknown
163733137,unknown
163683426,unknown
163864986,unknown
163711931,unknown
163821046,2
163804070,2
163804064,2
163841651,unknown
3327892,unknown
163700497,unknown
163892565,unknown
163694204,unknown
163710822,unknown
163895010,unknown
163818556,unknown
163867308,unknown
163891960,unknown
163654683,unknown
166067290,unknown
166489775,unknown
163694362,unknown
165852466,unknown
165568526,unknown
164110525,unknown
163725955,unknown
163803267,unknown
163712096,2
163895324,2
163896715,2
71547938,unknown
163680381,unknown
163670761,unknown
163654494,unknown
163854927,unknown
163854863,2
164775806,2
163657487,unknown
163833200,unknown
76587400,unknown
165906938,unknown
45776222,unknown
163591929,unknown
166082730,unknown
168148121,unknown
163670751,unknown
165888745,unknown
163649661,2
163631040,unknown
166096260,unknown
168134633,unknown
89263148,unknown
163616196,unknown
163804228,unknown
163815915,unknown
163866327,unknown
166498550,unknown
163664747,unknown
166522290,2
163737466,unknown
163737471,unknown
133009636,unknown
163667268,1
163804219,unknown
163878888,unknown
167162925,unknown
168156344,unknown
166091544,unknown
163889333,unknown
163834891,unknown
163867987,unknown
168158046,unknown
163808990,unknown
163808988,1
163694303,unknown
163804211,2
168139081,1
149197183,1
165851137,unknown
168182457,2
163693802,unknown
166507368,2
163656783,unknown
29332666,unknown
163654352,unknown
163668284,unknown
163621517,unknown
163654208,unknown
163846534,2
163680708,unknown
36760824,2
163900852,unknown
163902065,unknown
166069187,unknown
166069189,unknown
163814309,2
165849358,unknown
166502190,2
163883175,unknown
166509079,2
163889332,unknown
163596675,unknown
163652126,unknown
164771575,2
163657206,1
166098936,unknown
165844514,2
163804196,unknown
163746885,unknown
163663435,unknown
163663439,unknown
76314205,unknown
61691532,1
163746374,unknown
163727789,2
163864137,2
166499035,1
163867964,unknown
163663743,unknown
40619074,unknown
163673579,unknown
163707980,unknown
163741657,unknown
163729578,unknown
163737228,unknown
166505853,unknown
163737483,unknown
168218244,unknown
165838723,unknown
165838725,unknown
103912881,1
163820063,1
163734390,unknown
163734386,unknown
166519193,unknown
166814046,unknown
163734086,unknown
166065753,unknown
163689241,unknown
163867639,unknown
165850728,unknown
163652625,unknown
166040404,2
163704814,2
163704809,2
166070829,1
123702356,unknown
163810138,unknown
163673271,unknown
163830655,2
163678499,unknown
163678494,unknown
163711906,unknown
163668317,unknown
163700213,unknown
163714177,2
164124769,2
163671702,unknown
163585083,1
163593267,2
163720706,2
163720718,2
164117279,unknown
163909222,2
163846816,unknown
163662271,1
163824011,unknown
163824015,unknown
163883202,unknown
163669687,1
166502154,2
163896345,2
164124386,unknown
165840288,unknown
166066761,unknown
163866990,2
163816739,unknown
163821513,unknown
163585805,unknown
128080915,unknown
165851203,unknown
166071624,unknown
163692776,unknown
163717332,unknown
65678682,2
164757455,unknown
163894699,2
1009587,2
163829977,unknown
22914809,unknown
163814245,unknown
163814240,unknown
163711162,unknown
164123282,unknown
163591637,unknown
163830653,2
167703048,2
168116373,2
163846276,unknown
20619113,2
88840028,2
163687999,unknown
163816823,unknown
163631014,unknown
165849938,1
165849940,1
163707965,unknown
163707957,unknown
163711158,2
163586443,unknown
163694214,unknown
163692149,unknown
163655916,unknown
163704788,2
163885875,unknown
163628898,2
20015488,unknown
166090326,unknown
166090346,unknown
168148834,unknown
122524248,unknown
163629848,unknown
164775633,unknown
163706206,unknown
165040856,unknown
80158731,unknown
166493414,unknown
166502955,1
163596071,unknown
163588569,unknown
163700463,unknown
163681643,unknown
163809515,unknown
163895004,unknown
79578850,unknown
168140441,unknown
163656813,unknown
163814637,unknown
163806317,unknown
127132461,unknown
165883883,unknown
163654543,unknown
163587099,unknown
163723112,unknown
163631042,unknown
163700258,unknown
163823459,unknown
164907940,unknown
163686855,2
168155381,unknown
163862239,unknown
163878928,unknown
3751344,unknown
131115043,2
163655099,1
108382434,1
168116419,2
163706389,unknown
163804242,unknown
163584913,unknown
165902662,2
168115594,unknown
163649290,2
163649284,2
163714912,2
163714907,2
43081308,unknown
163867959,unknown
36828290,unknown
163672188,unknown
163852004,unknown
163852000,unknown
163586432,1
163670750,unknown
163657757,unknown
163655901,unknown
46056975,unknown
163744113,unknown
166520331,unknown
55722540,unknown
74128228,unknown
74110972,unknown
163887120,unknown
163708411,2
163892593,unknown
163667989,1
163720719,2
163653381,unknown
163709728,unknown
163654687,unknown
163631049,unknown
163654812,unknown
163683428,unknown
168148455,unknown
163706446,unknown
163717073,unknown
163654817,unknown
12387454,2
163807999,2
163823408,unknown
163734018,unknown
164885124,unknown
164772428,unknown
163650591,unknown
85425122,unknown
163817787,unknown
163591148,unknown
168139113,1
165849617,unknown
163724858,unknown
163903202,unknown
163806782,unknown
141627204,1
76999859,1
163831755,2
163825888,unknown
165848914,unknown
166513360,unknown
164717566,unknown
168134128,1
85695228,unknown
163833182,unknown
163818879,2
8843271,unknown
163804205,unknown
165849952,1
165849955,1
165849672,1
70310199,1
165855080,unknown
165863788,unknown
6236717,2
163886799,unknown
163707927,unknown
145395710,1
163865631,1
163810719,unknown
163653275,unknown
32409670,2
163650389,unknown
165851369,unknown
163824669,unknown
10285053,unknown
163653554,1
168166806,2
163728151,2
11942182,unknown
163587574,2
163652680,unknown
55300089,1
163687233,unknown
163586458,unknown
163825903,unknown
166496136,2
164288835,2
163821524,unknown
163835675,unknown
56835500,unknown
163865476,2
165849160,unknown
163585212,unknown
128930359,unknown
163666638,unknown
168205917,unknown
163591934,unknown
163721740,2
168113324,2
168124228,unknown
168124359,unknown
165872857,unknown
163600380,unknown
163586066,1
165838720,unknown
163835214,unknown
163820048,unknown
163670743,unknown
163677648,unknown
106602401,unknown
163903518,2
163815910,unknown
163649352,2
163890769,2
78771785,unknown
163918770,1
163586480,unknown
168129806,unknown
168129811,unknown
166502604,unknown
163586393,1
163586398,1
163806292,2
163835588,unknown
18230029,unknown
163883421,unknown
166527565,2
111236030,unknown
163687301,2
163878903,unknown
163804184,unknown
163876065,unknown
168138727,1
56397264,1
165841437,unknown
166505857,2
163705889,unknown
163584370,2
163584366,2
163909471,2
163591605,unknown
125410338,2
163683431,unknown
163885841,2
165888463,unknown
18062822,unknown
163711548,unknown
164795873,unknown
163837302,1
163704002,2
168195224,unknown
168209097,unknown
163854468,unknown
163675069,unknown
4656658,unknown
167747606,unknown
165863043,1
16704302,unknown
126634312,unknown
163707939,unknown
165879982,unknown
163714926,unknown
163653402,unknown
166490481,unknown
167157547,unknown
163654655,unknown
163677658,unknown
163655254,unknown
163655156,unknown
163708765,unknown
163901975,2
163901981,2
163909229,unknown
163909232,unknown
163585224,1
163892449,2
163707967,unknown
163735171,unknown
164156071,unknown
15768398,2
163654658,unknown
163655146,unknown
163670755,2
163864996,unknown
105908710,2
163668300,unknown
163815908,unknown
166072474,1
163661416,1
80352177,2
163592728,unknown
163711885,unknown
163894710,2
1011690,2
163882837,unknown
166490486,unknown
55945825,unknown
168139417,1
168139421,1
163889688,unknown
163889693,unknown
163652677,1
163730475,2
163807961,2
163663670,unknown
163896787,unknown
163704789,2
166502552,1
163672190,unknown
168182845,2
163895466,unknown
163585217,unknown
130468861,unknown
168123410,unknown
167655354,unknown
163862165,2
163865086,2
163649356,2
163655429,unknown
163685442,unknown
163892569,unknown
61497789,2
111236031,unknown
163826182,2
163705936,unknown
15004677,2
163721544,unknown
164124387,unknown
163865137,unknown
163824115,unknown
165853613,2
165853618,unknown
163655904,unknown
163865096,unknown
163620822,2
163620819,unknown
168109739,unknown
167058340,unknown
168114343,unknown
164283501,2
71537027,2
163909483,unknown
168148842,unknown
53253911,unknown
168147042,unknown
168126045,unknown
167749853,unknown
163650589,unknown
163631323,unknown
17204966,unknown
163811037,2
163811034,unknown
49500538,unknown
104777595,unknown
168115313,unknown
165212591,unknown
163820081,1
134061233,unknown
13588765,unknown
163811747,1
164115974,unknown
163670717,2
163822577,1
163867295,1
10273387,unknown
163808008,2
145395467,unknown
163815360,2
69530715,2
163711882,unknown
163668297,unknown
163734020,2
163825898,unknown
163829710,2
166540622,unknown
138414274,unknown
168144163,unknown
101010110,1
141627708,1
41443531,unknown
110785549,unknown
165838034,unknown
163650646,unknown
163708871,2
163821032,2
163824689,unknown
163653539,unknown
30504216,1
163694475,unknown
163726695,unknown
166540115,unknown
163596678,unknown
163667244,unknown
38803182,unknown
168145542,unknown
167743519,unknown
163829972,unknown
56472837,unknown
168148527,unknown
168148533,unknown
163699174,unknown
166490857,unknown
163585337,unknown
19498457,unknown
165862943,unknown
163744129,unknown
11417347,unknown
139397810,unknown
163600647,unknown
163826643,unknown
166521553,unknown
168209935,unknown
2715007,unknown
163838996,2
163631022,unknown
165903326,2
167745413,unknown
167155623,unknown
163708431,unknown
163654972,1
163902376,unknown
8940681,unknown
130248559,1
166519189,2
165887934,unknown
163654969,1
163652629,2
165851165,unknown
166071259,unknown
163814867,unknown
163824118,unknown
163698781,unknown
163895306,unknown
163895300,2
163810146,unknown
163664541,unknown
163666426,unknown
77153281,unknown
163864993,2
165837464,unknown
165837487,unknown
163687995,unknown
163691250,unknown
168219105,unknown
3327977,unknown
9498399,unknown
163709367,unknown
138291239,unknown
163826216,unknown
163631032,unknown
141730430,2
166095160,unknown
165887900,2
166073491,1
80352174,2
163650320,2
163693811,unknown
165864157,unknown
165899977,unknown
163621810,unknown
163694366,unknown
168209105,unknown
168209110,unknown
163693818,unknown
163849750,unknown
163849747,2
163687220,unknown
165906919,unknown
163675092,unknown
41823903,unknown
163805240,unknown
163865136,unknown
163809259,2
20178361,2
166087075,2
74126575,unknown
163672471,unknown
163866811,2
163846224,unknown
166104096,unknown
163825942,unknown
163585024,unknown
163654674,unknown
163687127,2
163686908,2
163882814,unknown
163831752,unknown
163832313,unknown
163809263,2
63387199,unknown
163806255,unknown
163806252,unknown
163895482,unknown
80994857,unknown
163621140,unknown
165888456,unknown
165902302,unknown
163654810,unknown
59913398,unknown
163868378,unknown
17896500,unknown
163656124,unknown
51242919,unknown
168139047,1
163835983,unknown
163868412,unknown
163823180,2
163729812,2
164906957,unknown
165837290,unknown
163685460,unknown
163816530,unknown
163889485,unknown
163714914,2
163650323,unknown
163650328,unknown
163595740,unknown
56394471,1
166500118,2
166500115,unknown
166540320,unknown
163880779,unknown
163622456,unknown
166084885,unknown
3144627,unknown
168113382,unknown
163654973,unknown
165903308,unknown
163670740,2
163687232,2
168113329,2
34707685,unknown
163854961,2
163819773,unknown
163819776,unknown
163804077,2
163804072,2
163699539,unknown
163706417,unknown
163825970,unknown
95324415,unknown
163736507,unknown
45496794,unknown
163681641,2
163681635,unknown
163802953,2
165884180,unknown
166500059,2
163591937,unknown
163618708,unknown
163652913,2
163652627,unknown
163670719,unknown
163599349,unknown
163632168,2
163734022,unknown
165838729,unknown
165838733,unknown
163713646,unknown
163728100,2
165837473,unknown
165837475,unknown
163850960,unknown
84271970,unknown
163631099,unknown
164117146,2
163885872,unknown
163892595,unknown
164435155,unknown
168207443,2
163649814,2
63387213,unknown
164773525,unknown
163721262,2
163602570,unknown
43856101,2
163862208,2
163591872,unknown
7337901,unknown
168209127,unknown
23351249,unknown
58903303,unknown
163821533,2
163707478,unknown
163687228,2
163805781,unknown
163805783,unknown
1009583,2
166518329,unknown
163706453,unknown
164775858,unknown
163631028,unknown
166072696,1
71920284,unknown
163726557,unknown
166540671,unknown
166507042,1
155767318,unknown
163592724,2
163592545,2
163747828,unknown
163631015,unknown
163705062,unknown
163603440,unknown
163805794,2
166529253,unknown
163586382,1
168205985,2
163829702,unknown
85695151,unknown
125584983,unknown
12533213,unknown
163887055,unknown
163873927,unknown
16705307,unknown
163901905,2
164883259,2
163846822,unknown
166505866,unknown
163803062,unknown
166094123,unknown
163673317,2
163673316,2
163834042,unknown
163834047,unknown
163666979,unknown
163666977,unknown
168116407,2
163902069,unknown
163654688,unknown
168116524,unknown
99628983,unknown
163657761,unknown
44234367,unknown
163818570,unknown
163707984,unknown
163824014,unknown
163823445,unknown
163693788,unknown
168147730,unknown
48254863,unknown
163670730,unknown
163889681,unknown
165862477,unknown
166074365,unknown
163622199,unknown
163622207,unknown
163900846,unknown
163900843,unknown
168105524,unknown
164412093,unknown
163585800,unknown
163679585,2
165888485,unknown
165888491,unknown
163661697,unknown
163653389,2
163653388,unknown
163649364,unknown
163808146,unknown
70254048,unknown
166518548,2
39080155,1
166499393,1
166522707,unknown
168153454,unknown
163663145,unknown
163841634,unknown
104151760,unknown
163652751,unknown
163734658,unknown
163734651,unknown
163734026,unknown
168113380,unknown
32335495,unknown
163804156,unknown
163824001,unknown
163824007,unknown
163868069,2
163807959,2
163896819,unknown
166073030,unknown
163695462,2
163655017,unknown
165849653,1
165849656,1
163653546,unknown
163865716,unknown
163865711,unknown
37604172,unknown
163682682,unknown
29477492,unknown
163700501,unknown
41461991,unknown
166094108,unknown
164897453,unknown
163726301,unknown
163726299,unknown
77097691,unknown
163815861,unknown
164091412,unknown
163663140,unknown
163832308,unknown
163585663,unknown
22822592,unknown
163886377,2
163655582,unknown
165860514,unknown
163651941,unknown
163803281,2
163889971,unknown
163823992,1
163818553,unknown
163846218,unknown
163585207,unknown
163585196,1
82299577,unknown
163653396,unknown
163586423,1
163856443,unknown
163883186,unknown
168149151,unknown
163815885,unknown
112408077,2
118415869,unknown
163682358,unknown
165905696,unknown
163893329,unknown
163893326,2
163694920,1
163652707,unknown
14833419,unknown
163585648,unknown
163678514,unknown
163867298,1
163886422,unknown
43947468,unknown
163821765,2
163664299,unknown
163664303,unknown
163824954,2
163653273,unknown
163650151,unknown
163653536,unknown
163670747,1
163654229,unknown
163722284,unknown
163722625,unknown
163712243,unknown
163712250,unknown
163714948,unknown
168139088,1
163707849,unknown
163803799,2
163803798,2
163672196,unknown
163825489,2
167129271,unknown
129380123,unknown
163726970,unknown
164465995,unknown
163804169,unknown
36709425,1
76047143,2
163909485,2
163652652,unknown
165214605,unknown
163882815,unknown
164912078,unknown
163731094,2
163863800,2
163620145,unknown
163867252,2
48033507,2
163814695,unknown
166079431,2
113903857,unknown
163891643,2
163709462,2
163826854,unknown
163846271,unknown
165847451,unknown
80352161,2
163591989,2
166491753,unknown
163588513,unknown
163656365,1
163808917,1
167163719,unknown
167163747,unknown
163603447,unknown
163841125,unknown
163838939,unknown
166491700,unknown
163866331,unknown
163822560,1
141627663,1
165853692,unknown
163694477,unknown
45477458,unknown
164774193,2
164097575,2
163900664,2
166508724,unknown
163823470,unknown
163694339,unknown
166514005,2
168148124,unknown
19678231,unknown
163832310,unknown
164122933,2
165862468,unknown
163707970,2
163823209,unknown
163706397,unknown
166490651,unknown
163867957,unknown
163886202,unknown
163591617,unknown
163631021,unknown
165621408,unknown
163882822,unknown
163586119,unknown
166080284,2
163700471,unknown
163598103,unknown
166811788,unknown
163902018,2
163902025,2
16703326,unknown
163681982,unknown
105193822,unknown
163700810,unknown
163820003,unknown
163585824,unknown
2806723,unknown
163814877,2
163814875,unknown
163703139,unknown
164775645,unknown
163881140,2
163884383,2
163679001,2
166501654,unknown
163803296,unknown
163631100,unknown
163911437,unknown
163670752,unknown
163734013,2
164903666,1
163701489,unknown
163701496,unknown
163694193,unknown
163902073,unknown
59514469,unknown
163729917,2
166073035,unknown
166073037,unknown
163864636,unknown
163846821,unknown
163714122,unknown
163700259,unknown
163854255,unknown
163829637,unknown
164096836,2
166496373,2
163586160,unknown
163586097,unknown
163691257,unknown
163837303,1
163705374,unknown
168115307,unknown
168115309,unknown
7871966,2
14995616,2
163693834,unknown
163707754,unknown
163652621,1
163650091,unknown
163865134,unknown
164110152,unknown
168114322,unknown
131661785,unknown
163723110,unknown
163633048,unknown
168209108,unknown
168123660,unknown
166526121,2
163846272,unknown
53596957,2
22389187,unknown
163826604,unknown
163704764,2
163704845,unknown
163891336,unknown
168156357,unknown
168156369,unknown
163807997,2
168118053,unknown
104658263,unknown
163806330,unknown
163806336,unknown
166519520,unknown
7321787,unknown
167071589,unknown
166073771,1
163821023,unknown
163595008,unknown
23433442,2
163807987,2
163655544,2
163588435,2
163832306,2
17763829,1
163631017,unknown
166519445,unknown
163631030,unknown
163889264,unknown
163889326,unknown
163809087,2
163899635,2
163707845,unknown
164107008,2
163821076,unknown
163896041,unknown
166521560,unknown
163809520,unknown
163802950,2
163600381,unknown
164105596,2
163826396,unknown
163653538,unknown
165851172,unknown
164186145,unknown
167129272,unknown
163735068,unknown
85779820,unknown
163835927,unknown
166496110,unknown
163687216,unknown
166499775,2
168104211,unknown
163802981,2
163886786,2
166073513,unknown
163655139,unknown
163654963,unknown
40948344,unknown
122905585,unknown
163733372,unknown
163804108,2
163591857,2
163591800,2
36727322,1
57134700,1
168129820,unknown
166069787,1
163700491,unknown
91031425,unknown
165837800,unknown
163653262,1
163653260,1
166526117,unknown
168110124,unknown
61680761,unknown
52530044,unknown
163690519,1
133751208,1
168145293,unknown
168145541,unknown
165847632,unknown
163654685,unknown
163655550,2
163649354,unknown
10286026,unknown
163667312,1
163667314,1
163808012,2
165862059,unknown
163706231,2
163631025,unknown
163846264,unknown
163815933,unknown
163866509,unknown
163664301,unknown
167987269,unknown
163734928,unknown
163741220,unknown
163654342,unknown
123851419,unknown
163708761,unknown
163804155,unknown
163596679,unknown
163896497,2
163654678,unknown
94802971,2
163729898,2
163804428,unknown
44093611,unknown
165848748,unknown
163032,2
163888769,unknown
163653560,1
163852060,unknown
163806804,2
163688012,unknown
163688004,unknown
163694254,unknown
163803277,unknown
163883159,unknown
163654652,unknown
163832314,unknown
163863483,unknown
167720156,1
168138716,1
163813383,2
163813379,unknown
163816966,unknown
163866977,unknown
163895307,unknown
163809088,2
163694483,unknown
57791389,unknown
48655868,unknown
163822047,1
100252189,1
168116387,2
168116391,2
164357082,unknown
163680370,unknown
166495460,unknown
163810476,unknown
163810482,unknown
163823449,unknown
94138728,2
163886836,unknown
165576250,2
163600646,unknown
166499053,1
70496823,1
8354236,2
163726295,unknown
165888492,unknown
165888740,unknown
41777563,unknown
164291327,unknown
132218385,unknown
163804159,unknown
166487083,unknown
163654651,unknown
163889350,unknown
163715137,unknown
21839266,unknown
163598108,unknown
163706233,unknown
164759409,unknown
163649917,1
73479470,unknown
163691266,unknown
163827525,unknown
29608735,unknown
163810495,unknown
168116429,unknown
163804078,2
163893314,2
166500061,2
168115134,unknown
113860175,1
166082553,unknown
163809952,2
163830621,2
163721533,unknown
104375518,unknown
165871061,unknown
166067458,unknown
20299563,2
163824337,unknown
163597329,unknown
163810604,unknown
163711866,2
163822573,1
163692163,unknown
74126238,unknown
97717747,unknown
65678355,2
163902163,2
163716475,2
168148462,unknown
53253915,unknown
163683433,unknown
163839281,2
104640764,2
163820070,1
166522823,unknown
165801992,unknown
166100729,unknown
163654968,unknown
163839275,2
163685495,2
163659792,unknown
164773529,unknown
163823457,unknown
165315577,2
163620418,2
12257608,unknown
166881718,unknown
163656845,unknown
168123648,unknown
163654539,unknown
163662276,unknown
165856391,unknown
165856396,unknown
163707821,unknown
163854378,unknown
117848527,unknown
166846683,unknown
166868749,unknown
163650587,unknown
168156073,unknown
164138775,unknown
163743352,unknown
165841380,unknown
164318296,2
163612845,unknown
163687973,unknown
163687968,unknown
163654540,unknown
163731090,2
163737459,unknown
166744127,unknown
163676867,unknown
71353038,unknown
163846927,unknown
62706952,2
163592447,unknown
163690262,1
163667088,unknown
166105237,unknown
165853136,2
165838019,unknown
163862839,unknown
163879267,unknown
163909233,2
163654679,unknown
163807960,2
163691272,2
163888956,unknown
90864225,unknown
71023170,unknown
163654545,unknown
165837501,unknown
163585941,unknown
168143860,unknown
163806529,unknown
163806533,unknown
163654808,unknown
166471052,unknown
163815905,unknown
163632984,unknown
163897731,unknown
10000476,1
163584298,unknown
112060346,unknown
10921083,unknown
165857793,unknown
163685469,2
163704849,unknown
163650973,unknown
166540325,unknown
166540331,unknown
168175802,unknown
163653024,2
163653023,unknown
82843249,1
168129270,unknown
167124783,unknown
163886230,2
166069664,1
163839379,unknown
163868501,unknown
164757136,2
163649809,2
128341238,unknown
77820536,unknown
63387233,unknown
131711543,unknown
163629182,unknown
84433977,unknown
163895026,unknown
112400096,2
163815175,unknown
163825889,unknown
163651142,unknown
163737235,unknown
145395709,1
163629344,unknown
163629395,unknown
166850774,unknown
163832319,unknown
163714174,2
165848394,unknown
163725633,2
166514015,unknown
163912626,2
163651262,2
163676037,unknown
78794676,unknown
88446830,unknown
164897260,unknown
163815402,unknown
163818958,unknown
165851613,unknown
165852398,2
163809517,2
80352180,unknown
163681364,unknown
134244855,unknown
168126054,unknown
163670737,unknown
46085970,1
165849645,1
163678997,unknown
163901590,2
103616056,2
19754522,unknown
164885121,unknown
166490474,unknown
166096806,unknown
163835349,unknown
163652361,2
163670744,unknown
163869090,2
136123519,1
163590901,unknown
163867922,2
84172327,2
163852331,2
163856331,unknown
163856330,2
22377161,unknown
146170876,2
168112953,2
163721548,unknown
163707465,unknown
163883424,2
166540615,unknown
163909482,unknown
165856764,unknown
76395632,unknown
163631012,unknown
163834737,unknown
166104688,unknown
166509068,2
65409904,unknown
166526118,unknown
1241223,unknown
163893625,unknown
163654804,unknown
163841677,unknown
163868462,unknown
163818425,unknown
118362088,unknown
163653043,2
165372630,unknown
164304525,unknown
68922112,unknown
163885226,unknown
163885224,unknown
168148439,unknown
163885559,unknown
163655150,unknown
163649277,2
166101014,unknown
163687960,unknown
163825980,unknown
163694197,unknown
163584152,unknown
163841722,2
165837099,unknown
163584351,unknown
163584347,unknown
163889699,unknown
163668293,unknown
163687292,unknown
163676353,unknown
163832305,unknown
163880106,unknown
163708828,unknown
163807979,unknown
19505460,unknown
23784216,unknown
165892031,unknown
163862241,unknown
164122360,unknown
163670727,unknown
163585333,unknown
23740576,unknown
168113699,unknown
140078444,unknown
165849931,1
165849935,1
163585967,1
163806340,unknown
163585355,1
166507351,unknown
163867597,1
163867600,1
163661961,unknown
163661960,unknown
59128486,unknown
163666394,unknown
163625022,2
163717300,unknown
163805787,unknown
165849947,1
163875651,unknown
163654671,unknown
163706246,unknown
163700185,unknown
163710827,2
163654550,unknown
163701824,unknown
163850444,unknown
161249782,unknown
163896719,2
163735891,unknown
166073558,unknown
163629331,unknown
166540900,unknown
164161060,unknown
163862515,2
166073438,unknown
10061423,2
168139044,1
163691551,unknown
38746157,unknown
165212067,unknown
163655535,unknown
168166465,unknown
163649811,2
163649810,2
163714277,unknown
163878900,unknown
166499749,2
167609696,unknown
163830209,2
166072794,1
166073482,1
163705642,unknown
163654661,unknown
164888228,unknown
163652748,1
163724390,unknown
163677944,unknown
163842004,unknown
166507413,unknown
2731703,unknown
71286541,unknown
165902641,unknown
165844269,2
163734021,unknown
87074471,unknown
165880337,unknown
166069123,2
167163252,unknown
163808001,unknown
163867967,unknown
163909230,2
104140908,unknown
165858359,unknown
163813938,unknown
163632995,unknown
163652672,1
163599645,2
97272778,2
163600376,unknown
164161372,unknown
163690252,unknown
163909474,2
13817698,unknown
163654827,1
56227025,unknown
163890789,unknown
163712238,unknown
163709365,unknown
163842008,unknown
168116414,2
120380373,unknown
163654676,unknown
165844275,2
163819996,unknown
163695439,2
163886303,2
163653618,1
163584338,unknown
56984588,unknown
163866340,unknown
165837495,unknown
163839400,1
163839398,2
163817916,2
163707755,unknown
163734085,unknown
165851409,unknown
165902961,unknown
166809579,unknown
163684540,2
49915365,unknown
163890528,unknown
167745972,unknown
166499589,1
163705584,unknown
89336633,unknown
168192758,unknown
70996995,unknown
163823442,unknown
163652468,2
163584363,unknown
168113293,unknown
163588106,unknown
163588105,unknown
163693724,unknown
20783674,unknown
163850281,unknown
166103096,unknown
30929782,unknown
75096762,unknown
167077935,2
168115366,2
168138721,1
168218248,unknown
168218467,unknown
163703130,unknown
165885068,unknown
163885252,unknown
163705625,unknown
166073776,2
163654915,unknown
163680347,unknown
168128621,2
163692464,unknown
163823175,2
168116448,unknown
163829714,unknown
163584741,2
163833319,unknown
163833322,unknown
163654217,1
163808172,1
168171669,unknown
163688501,2
163708173,unknown
12098831,unknown
163649317,2
163649314,2
21830916,2
163649644,unknown
163586150,unknown
165858396,unknown
166499072,1
163696166,2
166491617,unknown
168115323,unknown
53260637,2
163584342,unknown
163856480,unknown
166081723,unknown
163584271,unknown
163631045,unknown
168124185,unknown
163666413,unknown
163868032,unknown
98309038,1
164180865,unknown
163824114,unknown
163693770,unknown
163803044,unknown
10287910,unknown
66070348,1
163806553,1
163653543,1
163808034,1
163651605,2
163584923,1
66291565,unknown
168146434,unknown
163704026,2
163704479,unknown
163666458,unknown
163713840,unknown
163818702,unknown
163900663,2
165848933,unknown
84271973,unknown
166084361,unknown
166503114,2
85424176,unknown
163631018,unknown
166540293,unknown
163909479,2
163687239,unknown
163585233,1
166491719,unknown
163888959,unknown
163687210,2
168156077,unknown
166847701,unknown
163885900,2
163653502,unknown
163717069,unknown
166080425,unknown
163736482,unknown
163591644,unknown
163656129,1
163702754,unknown
163703135,unknown
163721537,2
45429928,unknown
6814995,unknown
163585508,unknown
168110709,unknown
163802997,unknown
163885825,unknown
164111403,unknown
163807102,1
163741276,unknown
163882424,unknown
163832321,unknown
163832298,unknown
108382431,1
166526124,2
163811227,1
163804423,unknown
168115327,unknown
26119367,unknown
163742254,2
163700265,unknown
163817808,unknown
163699515,unknown
166494915,unknown
163657730,unknown
163657726,unknown
165906930,unknown
163655087,unknown
166869014,2
166070324,unknown
163655095,1
163888966,unknown
120197888,unknown
165838042,unknown
163661962,unknown
166070218,1
163816818,unknown
167954487,2
163663682,unknown
163652487,1
150117254,1
168116433,unknown
166498559,1
165858777,unknown
166498374,unknown
112139801,1
163584884,unknown
11885227,unknown
163711541,unknown
21843770,unknown
163804191,unknown
163586492,unknown
163653398,unknown
166499058,1
134211942,unknown
74110144,unknown
143028918,unknown
163804665,unknown
5565278,2
163866965,2
163687920,2
166852509,unknown
163825905,unknown
163585943,unknown
13637362,unknown
166540645,unknown
166073779,2
163683043,unknown
147015550,unknown
16590509,unknown
163628608,2
163628528,unknown
165888468,unknown
165897483,2
163804174,unknown
61456753,2
163902749,unknown
166070334,unknown
166505809,unknown
163631036,unknown
163705639,unknown
164774996,unknown
163676352,unknown
163660043,unknown
163654677,unknown
163702159,unknown
163702431,unknown
163829995,unknown
163592438,unknown
163819129,unknown
163821769,2
52589260,2
163688728,unknown
163887134,unknown
166494923,unknown
163834052,unknown
163631031,unknown
163737573,unknown
163823404,unknown
70419328,2
166073137,unknown
163823439,unknown
163693756,unknown
163688503,2
163833121,unknown
163590029,unknown
166092954,unknown
165902503,unknown
43878665,1
163893335,2
166099745,unknown
163804110,2
163694323,unknown
165841038,unknown
56347861,unknown
163825279,unknown
164110531,unknown
87945740,unknown
163896044,unknown
163720786,unknown
163807964,1
163683432,2
168173101,unknown
163631050,unknown
165849650,1
163813420,unknown
163824410,2
166635078,unknown
163846000,unknown
163654811,unknown
163654680,1
163809694,1
165868266,unknown
163719191,unknown
168211997,unknown
56472564,unknown
163893031,unknown
17944434,unknown
70231793,2
166540213,unknown
104152021,unknown
163814928,unknown
163707834,unknown
8118124,1
163708781,unknown
76475709,2
163701142,unknown
165888471,unknown
165888475,unknown
164154061,unknown
165556848,unknown
166499135,1
5099657,unknown
164339682,unknown
163808992,unknown
164891623,unknown
166076889,unknown
163649359,unknown
163892702,unknown
20064170,unknown
163836121,unknown
163688735,2
163821521,unknown
163654806,1
164885324,unknown
163727160,2
163902377,2
163656150,1
166490441,1
165844529,2
165902753,unknown
163866842,2
163866960,2
166071648,unknown
